city,year,income,expend,deposit,gdp
郑州,2006,176.0266,187.6587,1620.7242,2013.4777
郑州,2007,219.5183,240.6758,1658.7095,2486.747
郑州,2008,260.3899,289.5018,2067.2209,3003.9925
郑州,2009,301.9248,353.0483,2511.1685,3308.0
郑州,2010,386.804,426.7968,2911.0048,4040.9
郑州,2011,502.3175,566.5806,3252.145,4979.8455
郑州,2012,606.6488,700.698,3845.4564,5549.8
郑州,2013,723.6091,816.1571,4475.3233,6201.9
郑州,2014,833.8761,918.5111,4839.2619,6776.989
郑州,2015,942.8968,1106.0158,5695.4874,7311.521
郑州,2016,1011.1833,1321.5255,6297.6278,8113.9666
郑州,2017,1056.6713,1514.9533,6538.2301,9130.2
郑州,2018,1152.0568,1763.3376,7157.3151,10143.3173
郑州,2019,1222.5346,1910.6727,7957.0399,11590.0
郑州,2020,1259.2106,1720.18,8961.7757,12004.0
郑州,2021,1223.628,1624.4403,9829.9429,12691.02
郑州,2022,1130.7855,1456.408,11393.4867,12934.7
郑州,2023,1165.8481,1519.6232,12886.0729,13618.0
郑州,2024,1155.038,1525.7095,14353.2313,14532.07
重庆,2006,317.7165,594.2543,2949.05,3949.0
重庆,2007,442.7,768.3886,3228.19,4837.5
重庆,2008,577.5738,1016.0112,3988.96,5978.8
重庆,2009,655.1701,1292.0928,4908.7,6744.1
重庆,2010,952.0745,1709.0353,5839.6576275277,8186.5
重庆,2011,1488.33,2570.24,6990.2463550016,10314.1
重庆,2012,1703.4885,3046.3599,8361.6,11797.8
重庆,2013,1693.2438,3062.2848,9622.3098592063,13275.8
重庆,2014,1922.0159,3304.3884,10774.1,14911.7
重庆,2015,2154.83,3791.9973,12207.2838,16305.9
重庆,2016,2227.91,4001.81,13399.4384,18271.1
重庆,2017,2252.3788,4336.28,14367.3801,20260.8
重庆,2018,2265.5421,4540.9487,15907.2272,21866.8
重庆,2019,2134.9326,4847.6795,17860.3966,23689.6
重庆,2020,2094.8541,4893.9461,20209.8,25158.1
重庆,2021,2285.4533,4835.0551,22239.893,28092.5
重庆,2022,2103.4234,4892.7688,25459.0,28771.8
重庆,2023,2440.77,5304.56,28899.0,30614.3
重庆,2024,2595.5465,5621.2108,31881.9407,32046.7
银川,2006,23.612,36.1239,306.3847,335.2918
银川,2007,27.6384,48.4708,326.4143,408.6009
银川,2008,35.811,63.043,423.1523,514.1138
银川,2009,44.0581,72.4989,519.4029,578.0
银川,2010,64.0368,119.9157,634.4542,769.4
银川,2011,96.6202,147.2515,725.2604,986.6761
银川,2012,113.132,186.7446,901.4685,1150.9
银川,2013,134.5999,220.5311,1015.222,1289.0199
银川,2014,153.5998,263.9036,1089.8949,1388.6244
银川,2015,171.2788,309.2658,1304.971,1493.859
银川,2016,173.196,331.0717,1391.3467,1617.7071
银川,2017,177.4561,341.8283,1496.9408,1803.2581
银川,2018,173.2544,363.2756,1664.8,1901.4824
银川,2019,154.7084,346.4668,1867.0136,1897.0
银川,2020,157.2599,332.3605,2137.4756,1964.0
银川,2021,171.1877,291.6915,2323.502,2262.95
银川,2022,168.8603,356.5547,2693.8748,2535.63
银川,2023,197.7591,438.1513,3114.7299,2686.0
银川,2024,208.4427,444.4561,3452.7456,2939.53
长春,2006,71.5908,146.6748,1174.5969,1741.1922
长春,2007,93.2951,181.5633,1202.0796,2089.0859
长春,2008,119.0315,240.3306,1507.3851,2561.8985
长春,2009,142.6506,306.0062,1834.1564,2849.0
长春,2010,180.8461,382.9323,2062.7232,3329.0
长春,2011,288.6312,518.6814,2337.7846,4003.0775
长春,2012,340.8021,555.5117,2767.3822,4456.6
长春,2013,381.8178,632.9668,3107.1578,5003.1808
长春,2014,397.3249,675.8377,3380.1096,5342.4262
长春,2015,388.2213,765.7246,3792.78,5530.0345
长春,2016,415.4853,770.5743,4218.0932,5986.42
长春,2017,450.0818,875.7334,4566.9938,6530.0308
长春,2018,478.0141,894.3429,4993.2387,7175.7117
长春,2019,420.0168,896.022,5889.0932,5904.0
长春,2020,440.4297,1084.1364,6896.3,6638.0
长春,2021,617.0888,966.4851,8257.5256,7103.1
长春,2022,459.6907,976.6704,9465.2773,6744.56
长春,2023,576.5154,1074.9675,10750.1428,7002.0
长春,2024,427.4842,1056.2112,11746.7608,7632.19
长沙,2006,132.8345,167.1873,1093.04,1798.9572
长沙,2007,174.5761,218.1733,1177.17,2190.2548
长沙,2008,205.5699,260.5584,1494.9281,3000.9795
长沙,2009,246.33,314.082,1881.3226,3745.0
长沙,2010,314.2836,403.3349,2172.0771,4547.1
长沙,2011,425.7827,520.8876,2526.9331,5619.3285
长沙,2012,490.6482,624.6207,2981.31,6399.9
长沙,2013,536.6331,701.8238,3482.97,7153.1346
长沙,2014,632.7992,802.3838,3866.7891,7824.8074
长沙,2015,718.9468,924.9992,4348.5503,8510.1328
长沙,2016,743.6954,1041.4331,4868.6355,9356.9088
长沙,2017,800.3456,1182.6043,5200.2123,10535.5072
长沙,2018,879.7072,1300.7895,5692.0847,11003.4116
长沙,2019,950.229,1425.981,6530.5194,11574.0
长沙,2020,1100.091,1501.2319,7501.6412,12143.0
长沙,2021,1188.3057,1541.5932,8245.94,13270.7
长沙,2022,1202.0004,1566.2586,9703.3929,13966.11
长沙,2023,1227.0734,1626.8337,11132.3522,14332.0
长沙,2024,1264.5415,1663.9383,12423.8513,15268.78
青岛,2006,225.9904,236.7875,1567.6197,3206.58
青岛,2007,292.8037,321.1777,1702.0383,3786.5156
青岛,2008,342.4359,369.4111,2123.3637,4436.18
青岛,2009,377.0086,433.5754,2527.8658,4854.0
青岛,2010,452.6138,532.3888,2912.3256,5666.2
青岛,2011,566.14,658.0605,3198.5099,6615.6
青岛,2012,670.182,765.9801,3757.6007,7302.1
青岛,2013,788.9313,1014.2273,4140.5946,8006.6
青岛,2014,895.245,1074.7138,4435.8964,8692.1
青岛,2015,1006.322,1222.8664,5023.5905,9300.07
青岛,2016,1100.0303,1352.8516,5326.3262,10011.29
青岛,2017,1157.2389,1403.0252,5394.1843,11037.28
青岛,2018,1231.9138,1559.7764,5913.7089,12001.52
青岛,2019,1241.7359,1575.9729,6755.237,11741.0
青岛,2020,1253.8548,1584.6485,8030.9469,12401.0
青岛,2021,1368.2971,1706.7635,9028.2352,14136.0
青岛,2022,1273.3096,1696.1652,10948.2351,14920.75
青岛,2023,1337.8595,1718.7995,12758.5665,15760.0
青岛,2024,1339.2553,1720.4231,14168.1378,16719.46
