city,year,A0302,A0309,A030B,A030A,A030C
济南,2014,917.5398,865.3513,7369.0,723.9161,7158.0
济南,2015,1014.3957,1192.1174,7686.0,924.4318,7527.0
济南,2016,1163.9381,1425.2878,8247.0,1232.7168,8405.0
济南,2017,1232.6305,1216.2717,9644.0,974.7214,9712.0
济南,2018,1370.4256,1236.3036,11930.0048952377,965.2943,12161.452730012
济南,2019,1489.3781,1151.0047,11438.0,934.0012,11947.0
济南,2020,1707.6304,1335.7486,11768.0,1145.2394,12282.0
济南,2021,1928.0018,1548.1974,12640.0,1300.1987,13241.0
济南,2022,1830.8037,1241.9469,12195.0,907.0928,13469.0
济南,2023,1489.2441,1170.2186,13275.0,825.5244,14758.0
济南,2024,1557.5545,1036.2771,11660.0,691.0806,13409.0
济南,2025,,,,,
海口,2006,50.473,141.6425,2785.80228391902,133.476,2673.28208816566
海口,2007,59.9709,170.4645,3515.72321509757,162.394,3402.64418636157
海口,2008,76.1741,176.29,4533.0,168.42,4435.0
海口,2009,78.4406,191.78,5344.0,183.39,5293.0
海口,2010,103.79,209.76,8015.0,199.7,8069.0
海口,2011,144.6436,221.8046,6634.56032922672,193.1647,6641.27037704094
海口,2012,175.6639,266.9509,6821.26188748568,251.4881,6512.03377018634
海口,2013,256.4025,338.1897,7423.0,319.039,7342.0
海口,2014,300.4725,337.6632,7903.0,297.5829,7473.0
海口,2015,456.3949,373.4021,7948.0,330.2847,7636.0
海口,2016,551.0947,432.7139,9043.0,394.3338,8868.0
海口,2017,603.2485,549.5948,11988.0,487.3748,11694.0
海口,2018,609.417,393.3248,13233.0633613746,331.4394,12644.4713573582
海口,2019,480.7292,440.559,15385.0,373.4911,15562.0
海口,2020,443.6699,463.7355,15837.0,371.5246,16494.0
海口,2021,452.4505,484.5977,15825.0,349.0947,16400.0
海口,2022,438.0858,269.4434,16018.0,205.6698,16594.0
海口,2023,482.2485,325.7905,15826.0,263.351,16561.0
海口,2024,442.6999,381.1877,12294.0,327.5879,12662.0
海口,2025,,,,,
深圳,2006,462.094,749.0775,9385.33996816084,686.1814,8848.04222323718
深圳,2007,461.0422,555.1102,14049.6913946096,500.3483,13369.6347124593
深圳,2008,440.4897,466.71,12665.0,413.65,12823.0
深圳,2009,437.459,762.15,14615.0,717.39,14389.0
深圳,2010,458.47,465.59,19170.0,413.8,18954.0
深圳,2011,514.7362,496.889,21350.1325245679,469.4316,21037.0520433648
深圳,2012,736.8421,525.8334,19589.8187524794,488.4429,18995.9235767374
深圳,2013,876.9002,588.5819,24402.0,527.1586,23427.0
深圳,2014,1069.4855,532.5666,24723.0,474.8091,24040.0
深圳,2015,1331.0333,831.4644,33942.0,747.8298,33661.0
深圳,2016,1756.5209,736.1932,45146.0,660.0849,45498.0
深圳,2017,2130.862,671.033,47936.0,520.9653,48622.0
深圳,2018,2640.7142,722.0111,54132.442008163,572.9894,55441.0099034991
深圳,2019,3041.6518,806.5598,55797.0,638.4224,55769.0
深圳,2020,3537.8449,908.795,56829.0,752.2714,56844.0
深圳,2021,2979.0776,799.5853,58593.0,623.3003,61601.0
深圳,2022,3391.5439,679.1094,51580.0,489.9823,55758.0
深圳,2023,3787.462,762.0038,45524.0,584.3316,50010.0
深圳,2024,3219.4479,828.667,42976.0,656.944,47066.0
深圳,2025,,,,,
石家庄,2006,132.1452,303.5256,2068.4284949935,287.9642,2005.12772073751
石家庄,2007,197.537,393.5803,2451.65217872947,381.5587,2378.10591135781
石家庄,2008,280.3979,338.86,2610.0,326.4,2630.0
石家庄,2009,378.2171,349.76,3765.0,329.14,3688.0
石家庄,2010,538.0,469.31,3881.0,446.43,3807.0
石家庄,2011,789.1413,922.2363,4740.49655169722,783.2013,4352.15059014841
石家庄,2012,833.2125,768.7331,4930.93636790194,697.0793,4713.53976513146
石家庄,2013,928.1491,951.2114,5503.0,782.7284,4943.0
石家庄,2014,1025.3286,888.2583,5737.0,725.6841,5562.0
石家庄,2015,965.1327,757.8159,8601.0,539.6783,7798.0
石家庄,2016,1015.765,798.4168,8281.0,652.5212,7354.0
石家庄,2017,1212.272,1027.3362,10170.0,816.936,9738.0
石家庄,2018,1010.7146,844.69,10452.4227823225,723.9014,10398.9300200276
石家庄,2019,887.6439,782.2808,9309.0,673.9433,9234.0
石家庄,2020,926.4907,656.2621,9869.0,617.9974,9893.0
石家庄,2021,951.3162,720.2925,10269.0,677.5233,10517.0
石家庄,2022,767.2042,606.0616,9925.0,567.9053,10126.0
石家庄,2023,521.0054,586.7506,10599.0,565.9265,10743.0
石家庄,2024,516.1055,490.5049,11521.0,466.9867,11784.0
石家庄,2025,,,,,
福州,2006,296.7821,664.583,4396.50126470283,621.4163,3976.26518647805
福州,2007,376.4663,645.63,5178.68128804424,592.5304,4899.64565531152
福州,2008,313.6079,370.66,5516.0,341.44,5244.0
福州,2009,361.7991,690.13,6625.0,648.28,6441.0
福州,2010,670.69,597.8,8414.0,531.1,7877.0
福州,2011,963.4087,621.043,10178.145474629,532.0029,9553.17724771801
福州,2012,972.2667,841.4981,11188.3045249894,733.9564,10644.5232986592
福州,2013,1264.7907,1256.4926,11236.0,1105.4793,10155.0
福州,2014,1455.0729,965.5969,10719.0,816.6525,10105.0
福州,2015,1381.1248,914.7024,11653.0,748.9896,11333.0
福州,2016,1679.4355,1221.3323,11089.0,1021.2284,11058.0
福州,2017,1694.1798,1685.4646,11057.0,1276.8001,10547.0
福州,2018,1439.6795,1711.0517,13530.2954317511,1255.6766,14381.2578812092
福州,2019,1812.7732,1708.1896,13656.0,1330.0731,14186.0
福州,2020,2070.2316,1888.1024,13520.0,1519.1725,14376.0
福州,2021,2248.8134,2138.4859,14149.0,1686.2559,15286.0
福州,2022,1663.8713,1419.6992,12381.0,980.0833,13761.0
福州,2023,1085.9746,877.4059,12629.0,628.1669,14297.0
福州,2024,944.5512,739.1464,13405.0,564.267,14986.0
福州,2025,,,,,
西宁,2006,29.381,106.4423,2021.98749933062,98.4409,1940.32155333809
西宁,2007,31.5991,139.5479,2420.96083137045,133.0488,2313.04604024989
西宁,2008,45.3923,108.31,2900.0,103.64,2817.0
西宁,2009,63.8393,154.68,2900.0,148.08,2811.0
西宁,2010,95.4,217.1,3328.0,206.78,3196.0
西宁,2011,118.5454,265.6097,3646.3427352239,255.0522,3438.6019803005
西宁,2012,160.1412,177.0355,4718.33615291848,165.8528,4304.28669277817
西宁,2013,195.5784,277.7969,4628.0,272.0397,4380.0
西宁,2014,246.8649,305.7114,5753.0,264.3754,4807.0
西宁,2015,280.4295,311.8641,5758.0,260.649,4602.0
西宁,2016,316.4971,352.6041,5910.0,292.109,5007.0
西宁,2017,351.3337,388.2192,6642.0,305.1076,5890.0
西宁,2018,292.2514,332.2212,7313.45862335095,274.0216,6733.36335529754
西宁,2019,290.9923,321.2388,8989.0,259.5816,8731.0
西宁,2020,270.4004,298.9698,9628.0,259.0493,9847.0
西宁,2021,265.7844,226.6362,9173.0,176.8471,10025.0
西宁,2022,169.9264,100.212,8943.0,80.2634,9440.0
西宁,2023,113.1744,106.1535,8882.0,96.3608,8925.0
西宁,2024,91.9545,104.5673,8361.0,93.0652,8396.0
西宁,2025,,,,,
西安,2006,285.7605,621.5019,3316.88446970154,584.0605,3072.82550352232
西安,2007,387.3342,833.9198,3379.07794010887,782.9108,3215.45059794807
西安,2008,545.7103,767.23,3906.0,722.27,3768.0
西安,2009,694.2341,1256.02,3890.0,1202.12,3749.0
西安,2010,842.34,1587.81,4453.0,1523.24,4341.0
西安,2011,996.1201,1768.5175,6155.5981210251,1663.9672,5829.79460172051
西安,2012,1269.9344,1532.8991,6634.31598335468,1379.1281,6224.02588998078
西安,2013,1572.6491,1632.8496,6716.0,1496.3445,6435.0
西安,2014,1742.28,1696.3881,6465.0,1514.1458,6105.0
西安,2015,1820.8541,1762.7011,6501.0,1583.5321,6221.0
西安,2016,1955.8202,2036.1819,6602.0,1866.4963,6385.0
西安,2017,2234.8421,2459.3495,8513.0,2105.939,8166.0
西安,2018,2213.684,2621.7177,10171.0134542708,2141.1228,9984.53895311376
西安,2019,2008.2971,2375.4062,11480.0,1903.8958,11627.0
西安,2020,2064.6273,2081.4796,13358.0,1635.7832,13743.0
西安,2021,1975.281,1492.9179,14657.0,1238.5562,15221.0
西安,2022,2061.8497,1382.7648,14713.0,1114.7675,15909.0
西安,2023,2052.0303,1265.3295,15836.0,1045.5123,17084.0
西安,2024,2144.7639,1208.3054,14849.0,1016.7423,15999.0
西安,2025,,,,,
贵阳,2006,107.6936,387.7157,2372.65862589521,355.6249,2137.56966961537
贵阳,2007,135.4416,439.2821,2901.62517434696,408.2936,2619.40672104584
贵阳,2008,170.1116,411.93,3149.0,389.54,2866.0
贵阳,2009,210.3225,818.22,3762.0,760.45,3496.0
贵阳,2010,310.47,801.56,4410.0,733.55,4233.0
贵阳,2011,460.4941,807.5339,5069.51968208393,714.6542,4587.98395083944
贵阳,2012,901.0264,1023.837,4846.13761760905,948.4658,4472.69474555646
贵阳,2013,978.0165,1282.007,5025.0,1145.7094,4488.0
贵阳,2014,1010.375,935.5458,5608.0,789.9455,4904.0
贵阳,2015,1001.0275,959.5491,6029.0,789.7947,4967.0
贵阳,2016,927.3162,981.8689,5957.0,826.2138,5392.0
贵阳,2017,1024.0915,1068.6715,7269.0,868.9791,6552.0
贵阳,2018,985.2557,1114.5588,9360.75512570535,943.2852,8842.95544974097
贵阳,2019,1175.374,1099.2659,10451.0,869.4048,9799.0
贵阳,2020,1291.366,1235.7462,9315.0,1105.7628,9157.0
贵阳,2021,1120.0454,1407.5455,9052.0,1185.5168,9015.0
贵阳,2022,753.0242,829.1414,8879.0,695.6295,9271.0
贵阳,2023,417.7774,478.2141,9208.0,412.0592,9463.0
贵阳,2024,437.4799,507.0667,8953.0,443.3349,9130.0
贵阳,2025,,,,,
郑州,2006,229.8933,800.8225,2888.35790702684,753.9298,2690.69348366386
郑州,2007,298.7582,1097.895,3573.59583566735,1005.1959,3328.17612964796
郑州,2008,434.9566,736.85,3928.0,658.49,3598.0
郑州,2009,512.315,1197.1,4298.0,1083.33,4057.0
郑州,2010,775.16,1558.72,4957.0,1428.61,4596.0
郑州,2011,926.3083,1563.2188,5696.16486188626,1306.3772,4692.28948576261
郑州,2012,1095.1368,1441.869,6253.10551790766,1226.1821,5643.07047052799
郑州,2013,1445.3279,1621.8948,7162.0,1313.4782,6587.0
郑州,2014,1743.5127,1591.9073,7571.0,1293.2831,6579.0
郑州,2015,2000.1954,1898.6666,7537.0,1695.2057,7223.0
郑州,2016,2778.9452,2859.1803,8163.0,2571.443,8093.0
郑州,2017,3358.8413,3097.8112,8631.0,2735.3749,8323.0
郑州,2018,3258.409,3712.1143,8442.61530416776,3330.5664,8155.94428623312
郑州,2019,3349.8577,3593.2689,9472.0,3241.9735,9332.0
郑州,2020,3428.7764,3426.0594,9834.0,3025.6836,9845.0
郑州,2021,3088.8788,2699.3808,9664.0,2480.0061,9665.0
郑州,2022,2158.5894,1999.3608,8150.0,1865.2396,8048.0
郑州,2023,1863.8735,2027.797,8619.0,1823.1275,8614.0
郑州,2024,1864.3321,1908.948,7919.0,1742.3257,7942.0
郑州,2025,,,,,
重庆,2006,629.669,2228.4585,2269.21434704752,2011.703,2081.31120746949
重庆,2007,849.8966,3552.9225,2722.58260629102,3310.1292,2588.21528778998
重庆,2008,990.997,2872.19,2785.0,2669.93,2640.0
重庆,2009,1238.9125,4002.89,3442.0,3771.22,3266.0
重庆,2010,1620.26,4314.39,4281.0,3986.31,4040.0
重庆,2011,2015.1,4533.5019,4733.83721312657,4063.4236,4492.30028589685
重庆,2012,2508.35,4522.3997,5079.92780912311,4105.1083,4804.79552756257
重庆,2013,3012.7838,4817.5643,5569.0,4359.1906,5239.0
重庆,2014,3630.2331,5100.387,5519.0,4423.6751,5094.0
重庆,2015,3751.2812,5381.3726,5486.0,4477.7122,5012.0
重庆,2016,3725.9452,6257.1463,5485.0,5105.4642,5162.0
重庆,2017,3980.0837,6711.0048,6792.0,5452.6452,6605.0
重庆,2018,4248.7612,6536.2487,8066.85951224592,5424.7646,8189.97602218537
重庆,2019,4439.3034,6104.6831,8402.0,5149.0817,8657.0
重庆,2020,4351.9565,6143.47,8255.0,4814.4922,8917.0
重庆,2021,4354.9551,6197.7061,8699.0,4945.416,9678.0
重庆,2022,3216.8663,4142.9249,7132.0,2723.0234,8526.0
重庆,2023,2796.7094,3557.245,6888.0,2258.0569,8558.0
重庆,2024,2565.7881,2980.1659,6898.0,1925.6251,8243.0
重庆,2025,,,,,
银川,2006,57.6808,239.989,2398.55993399697,212.2323,2184.99257653053
银川,2007,62.7154,335.9689,2407.90144563976,294.1956,2229.52688619408
银川,2008,78.6159,307.73,2828.0,269.39,2592.0
银川,2009,99.9584,511.43,3523.0,442.97,3219.0
银川,2010,172.13,590.04,3792.0,497.98,3610.0
银川,2011,214.7834,489.0287,4375.82293227371,384.0193,3979.61769109
银川,2012,275.7023,450.261,4574.53787914121,388.3346,4187.25758662761
银川,2013,330.8094,612.1084,4856.0,543.0865,4524.0
银川,2014,388.8952,724.5852,4451.0,614.0135,4111.0
银川,2015,409.1711,529.806,4947.0,454.4622,4498.0
银川,2016,474.9414,564.8583,4790.0,492.8382,4448.0
银川,2017,402.8246,595.2162,5177.0,519.9868,4892.0
银川,2018,295.2457,612.8287,5874.82440035853,529.1999,5589.49274177867
银川,2019,275.3536,679.3824,6440.0,606.1611,6440.0
银川,2020,311.4257,751.7529,7238.0,674.2043,7353.0
银川,2021,325.7863,641.5742,7648.0,528.1975,8143.0
银川,2022,273.7973,403.7083,8392.0,365.1675,8410.0
银川,2023,266.4209,350.85,8565.0,324.4394,8509.0
银川,2024,253.2425,262.7612,8336.0,225.7552,8272.0
银川,2025,,,,,
长春,2006,171.8428,408.2532,2558.39023429578,369.9679,2408.02783160377
长春,2007,259.4979,513.7732,3249.64400634366,472.9936,3118.30223495624
长春,2008,352.8921,570.64,3489.0,516.65,3344.0
长春,2009,443.9252,715.72,4142.0,653.91,4012.0
长春,2010,542.76,863.08,5178.0,786.19,5097.0
长春,2011,666.4177,879.1395,6131.21580818516,785.9371,5969.66093088111
长春,2012,649.6535,907.9951,5540.17417054343,775.1945,5273.35010761815
长春,2013,611.7822,847.0622,6026.0,762.5025,5729.0
长春,2014,532.5677,758.8363,6261.0,663.35,5847.0
长春,2015,501.3222,799.1167,6634.0,701.7822,6374.0
长春,2016,596.6477,1017.7486,6557.0,834.4948,6018.0
长春,2017,573.7761,1147.1891,7017.0,951.8339,6811.0
长春,2018,778.6345,1288.4445,8245.15918225426,1116.0847,8091.84553824634
长春,2019,876.788,1342.3696,8777.0,1156.1255,8731.0
长春,2020,996.0687,1054.4128,9081.0,936.3943,9128.0
长春,2021,1052.3427,1027.2495,8426.0,930.2065,8506.0
长春,2022,661.959,540.7715,8555.0,470.3054,8799.0
长春,2023,551.1617,570.7407,8455.0,534.1412,8300.0
长春,2024,412.5126,530.4051,7807.0,491.8142,7812.0
长春,2025,,,,,
长沙,2006,303.8612,741.686,2644.14995024849,693.9137,2430.68122159859
长沙,2007,407.0472,978.5585,3304.74366121187,928.5126,3191.02400979804
长沙,2008,493.2729,858.74,3288.0,802.27,3165.0
长沙,2009,497.3492,1406.58,3648.0,1357.95,3533.0
长沙,2010,684.1,1680.21,4418.0,1624.04,4322.0
长沙,2011,926.0095,1508.1806,5862.39008776535,1394.1771,5481.49083785697
长沙,2012,1034.3503,1526.9295,6100.86975200885,1385.3288,5602.51111505081
长沙,2013,1157.6292,1861.5564,6292.0,1659.5284,5759.0
长沙,2014,1313.6182,1518.4711,6116.0,1331.3566,5458.0
长沙,2015,1006.8414,1907.9135,5856.0,1687.0641,5544.0
长沙,2016,1260.5475,2613.2583,6410.0,2308.2361,6160.0
长沙,2017,1493.4441,2260.7893,7691.0,1823.8103,7287.0
长沙,2018,1508.719,2386.7371,8206.49203466943,1973.3443,7796.1980582912
长沙,2019,1672.9645,2335.1501,8657.0,2005.9086,8227.0
长沙,2020,1869.8777,2377.4346,9238.0,2046.5513,9112.0
长沙,2021,2236.8754,2606.166,10055.0,2304.8639,10119.0
长沙,2022,2281.4846,1699.3613,10532.0,1472.97,10703.0
长沙,2023,1888.7011,1556.7774,11091.0,1363.0608,11239.0
长沙,2024,1712.9792,1356.802,9819.0,1097.5019,9997.0
长沙,2025,,,,,
青岛,2006,268.3631,718.4139,4249.0603258094,645.0209,4000.92307086484
青岛,2007,322.3547,833.2905,5200.54650809052,769.732,5104.94042082179
青岛,2008,380.5652,770.3,5094.0,686.22,4788.0
青岛,2009,459.4829,1261.86,5576.0,1151.15,5383.0
青岛,2010,602.44,1360.69,6576.0,1209.87,6421.0
青岛,2011,785.8221,1029.9105,7495.44353611309,919.4949,7166.1854785709
青岛,2012,932.0986,950.9187,8056.08723437661,842.4978,7583.35748769908
青岛,2013,1048.5229,1160.1552,8435.0,1050.6059,7987.0
青岛,2014,1117.7297,1163.5302,8344.0,1022.2752,7855.0
青岛,2015,1122.3458,1418.5845,8902.0,1238.9898,8437.0
青岛,2016,1369.1425,1939.2152,9230.0,1752.0805,8997.0
青岛,2017,1330.5432,1900.7365,10518.0,1633.8365,10052.0
青岛,2018,1485.2089,1808.017,12624.1169192546,1578.3054,12373.4398931918
青岛,2019,1803.8081,1651.8266,13603.0,1475.5787,13674.0
青岛,2020,2045.1153,1653.5912,13406.0,1430.3733,14058.0
青岛,2021,1982.3415,1644.5197,13787.0,1419.6327,14365.0
青岛,2022,1789.8736,1563.7283,13946.0,1264.0756,14440.0
青岛,2023,1729.3153,1454.8496,13926.0,1209.6428,13952.0
青岛,2024,1511.785,1193.9358,13765.0,925.0822,14554.0
青岛,2025,,,,,
